,Image_ID,Split
2226,1.2.276.0.7230010.3.1.4.8323329.32118.1517875158.517715,train
2227,1.2.276.0.7230010.3.1.4.8323329.1602.1517875168.545257,train
2228,1.2.276.0.7230010.3.1.4.8323329.31930.1517875157.545003,train
2229,1.2.276.0.7230010.3.1.4.8323329.12469.1517875239.255420,train
2230,1.2.276.0.7230010.3.1.4.8323329.11884.1517875236.180856,train
2231,1.2.276.0.7230010.3.1.4.8323329.14275.1517875250.530260,train
2232,1.2.276.0.7230010.3.1.4.8323329.11460.1517875233.41334,train
2233,1.2.276.0.7230010.3.1.4.8323329.13294.1517875244.543387,train
2234,1.2.276.0.7230010.3.1.4.8323329.2182.1517875171.532604,train
2235,1.2.276.0.7230010.3.1.4.8323329.4427.1517875182.818135,train
2236,1.2.276.0.7230010.3.1.4.8323329.5473.1517875188.347077,train
2237,1.2.276.0.7230010.3.1.4.8323329.11061.1517875230.518452,train
2238,1.2.276.0.7230010.3.1.4.8323329.10367.1517875223.390827,train
2239,1.2.276.0.7230010.3.1.4.8323329.13523.1517875246.443434,train
2240,1.2.276.0.7230010.3.1.4.8323329.12519.1517875239.520150,train
2241,1.2.276.0.7230010.3.1.4.8323329.14262.1517875250.487328,train
2242,1.2.276.0.7230010.3.1.4.8323329.12271.1517875238.339231,train
2243,1.2.276.0.7230010.3.1.4.8323329.13303.1517875244.575153,train
2244,1.2.276.0.7230010.3.1.4.8323329.11358.1517875232.574927,train
2245,1.2.276.0.7230010.3.1.4.8323329.13073.1517875243.421733,train
2246,1.2.276.0.7230010.3.1.4.8323329.12919.1517875242.528466,train
2247,1.2.276.0.7230010.3.1.4.8323329.2710.1517875174.159257,train
2248,1.2.276.0.7230010.3.1.4.8323329.10604.1517875224.510226,train
2249,1.2.276.0.7230010.3.1.4.8323329.11551.1517875233.572495,train
2250,1.2.276.0.7230010.3.1.4.8323329.332.1517875162.425631,train
2251,1.2.276.0.7230010.3.1.4.8323329.10022.1517875221.8093,train
2252,1.2.276.0.7230010.3.1.4.8323329.3394.1517875177.646360,train
2253,1.2.276.0.7230010.3.1.4.8323329.31664.1517875156.201311,train
2254,1.2.276.0.7230010.3.1.4.8323329.11808.1517875235.97343,train
2255,1.2.276.0.7230010.3.1.4.8323329.5719.1517875189.739204,train
2256,1.2.276.0.7230010.3.1.4.8323329.10383.1517875223.454393,train
2257,1.2.276.0.7230010.3.1.4.8323329.3346.1517875177.413804,train
2258,1.2.276.0.7230010.3.1.4.8323329.2584.1517875173.594893,train
2259,1.2.276.0.7230010.3.1.4.8323329.2004.1517875170.650800,train
2260,1.2.276.0.7230010.3.1.4.8323329.1800.1517875169.639739,train
2261,1.2.276.0.7230010.3.1.4.8323329.13298.1517875244.560730,train
2262,1.2.276.0.7230010.3.1.4.8323329.3294.1517875177.129733,train
2263,1.2.276.0.7230010.3.1.4.8323329.5007.1517875185.933781,train
2264,1.2.276.0.7230010.3.1.4.8323329.11632.1517875234.17040,train
2265,1.2.276.0.7230010.3.1.4.8323329.11523.1517875233.347321,train
2266,1.2.276.0.7230010.3.1.4.8323329.12025.1517875236.969957,train
2267,1.2.276.0.7230010.3.1.4.8323329.1640.1517875168.702472,train
2268,1.2.276.0.7230010.3.1.4.8323329.1430.1517875167.721954,train
2269,1.2.276.0.7230010.3.1.4.8323329.5541.1517875188.722966,train
2270,1.2.276.0.7230010.3.1.4.8323329.2147.1517875171.360386,train
2271,1.2.276.0.7230010.3.1.4.8323329.13385.1517875245.59652,train
2272,1.2.276.0.7230010.3.1.4.8323329.3845.1517875179.750910,train
2273,1.2.276.0.7230010.3.1.4.8323329.1807.1517875169.658119,train
2274,1.2.276.0.7230010.3.1.4.8323329.1921.1517875170.256461,train
2275,1.2.276.0.7230010.3.1.4.8323329.2647.1517875173.856697,train
2276,1.2.276.0.7230010.3.1.4.8323329.11513.1517875233.279600,train
2277,1.2.276.0.7230010.3.1.4.8323329.2234.1517875171.753243,train
2278,1.2.276.0.7230010.3.1.4.8323329.11043.1517875230.64239,train
2279,1.2.276.0.7230010.3.1.4.8323329.4787.1517875184.801199,train
2280,1.2.276.0.7230010.3.1.4.8323329.458.1517875163.31862,train
2281,1.2.276.0.7230010.3.1.4.8323329.4525.1517875183.300463,train
2282,1.2.276.0.7230010.3.1.4.8323329.12977.1517875242.840597,train
2283,1.2.276.0.7230010.3.1.4.8323329.11377.1517875232.682384,train
2284,1.2.276.0.7230010.3.1.4.8323329.11375.1517875232.676429,train
2285,1.2.276.0.7230010.3.1.4.8323329.32180.1517875158.901120,train
2286,1.2.276.0.7230010.3.1.4.8323329.5659.1517875189.344935,train
2287,1.2.276.0.7230010.3.1.4.8323329.11478.1517875233.132109,train
2288,1.2.276.0.7230010.3.1.4.8323329.11576.1517875233.682788,train
2289,1.2.276.0.7230010.3.1.4.8323329.32028.1517875158.84606,train
2290,1.2.276.0.7230010.3.1.4.8323329.13682.1517875247.188359,train
2291,1.2.276.0.7230010.3.1.4.8323329.4460.1517875182.968172,train
2292,1.2.276.0.7230010.3.1.4.8323329.5267.1517875187.271125,train
2293,1.2.276.0.7230010.3.1.4.8323329.11414.1517875232.830824,train
2294,1.2.276.0.7230010.3.1.4.8323329.12684.1517875241.167434,train
2295,1.2.276.0.7230010.3.1.4.8323329.4998.1517875185.915169,train
2296,1.2.276.0.7230010.3.1.4.8323329.31861.1517875157.200473,train
2297,1.2.276.0.7230010.3.1.4.8323329.4453.1517875182.933232,train
2298,1.2.276.0.7230010.3.1.4.8323329.1632.1517875168.659322,train
2299,1.2.276.0.7230010.3.1.4.8323329.5259.1517875187.216667,train
2300,1.2.276.0.7230010.3.1.4.8323329.10191.1517875222.557126,train
2301,1.2.276.0.7230010.3.1.4.8323329.1524.1517875168.220214,train
2302,1.2.276.0.7230010.3.1.4.8323329.12011.1517875236.882295,train
2303,1.2.276.0.7230010.3.1.4.8323329.2198.1517875171.603544,train
2304,1.2.276.0.7230010.3.1.4.8323329.12842.1517875242.118581,train
2305,1.2.276.0.7230010.3.1.4.8323329.12248.1517875238.212327,train
2306,1.2.276.0.7230010.3.1.4.8323329.14386.1517875251.844308,train
2307,1.2.276.0.7230010.3.1.4.8323329.13424.1517875245.251035,train
2308,1.2.276.0.7230010.3.1.4.8323329.10133.1517875222.254186,train
2309,1.2.276.0.7230010.3.1.4.8323329.3048.1517875175.782058,train
2310,1.2.276.0.7230010.3.1.4.8323329.3221.1517875176.698119,train
2311,1.2.276.0.7230010.3.1.4.8323329.2210.1517875171.650681,train
2312,1.2.276.0.7230010.3.1.4.8323329.2982.1517875175.538411,train
2313,1.2.276.0.7230010.3.1.4.8323329.2194.1517875171.587976,train
2314,1.2.276.0.7230010.3.1.4.8323329.3716.1517875179.124232,train
2315,1.2.276.0.7230010.3.1.4.8323329.10588.1517875224.439817,train
2316,1.2.276.0.7230010.3.1.4.8323329.1206.1517875166.766269,train
2317,1.2.276.0.7230010.3.1.4.8323329.3282.1517875177.79550,train
2318,1.2.276.0.7230010.3.1.4.8323329.2899.1517875175.276004,train
2319,1.2.276.0.7230010.3.1.4.8323329.2137.1517875171.310660,train
2320,1.2.276.0.7230010.3.1.4.8323329.14238.1517875250.377329,train
2321,1.2.276.0.7230010.3.1.4.8323329.3164.1517875176.389727,train
2322,1.2.276.0.7230010.3.1.4.8323329.11247.1517875231.960007,train
2323,1.2.276.0.7230010.3.1.4.8323329.12460.1517875239.218904,train
2324,1.2.276.0.7230010.3.1.4.8323329.32650.1517875161.635932,train
2325,1.2.276.0.7230010.3.1.4.8323329.1671.1517875168.859238,train
2326,1.2.276.0.7230010.3.1.4.8323329.10306.1517875223.80016,train
2327,1.2.276.0.7230010.3.1.4.8323329.12253.1517875238.229227,train
2328,1.2.276.0.7230010.3.1.4.8323329.31745.1517875156.583750,train
2329,1.2.276.0.7230010.3.1.4.8323329.32629.1517875161.548667,train
2330,1.2.276.0.7230010.3.1.4.8323329.1104.1517875166.340777,train
2331,1.2.276.0.7230010.3.1.4.8323329.3691.1517875179.7554,train
2332,1.2.276.0.7230010.3.1.4.8323329.3631.1517875178.742952,train
2333,1.2.276.0.7230010.3.1.4.8323329.1037.1517875166.14849,train
2334,1.2.276.0.7230010.3.1.4.8323329.5667.1517875189.400199,train
2335,1.2.276.0.7230010.3.1.4.8323329.32238.1517875159.178151,train
2336,1.2.276.0.7230010.3.1.4.8323329.10453.1517875223.790717,train
2337,1.2.276.0.7230010.3.1.4.8323329.1149.1517875166.489424,train
2338,1.2.276.0.7230010.3.1.4.8323329.10549.1517875224.221870,train
2339,1.2.276.0.7230010.3.1.4.8323329.32447.1517875160.669981,train
2340,1.2.276.0.7230010.3.1.4.8323329.13903.1517875248.596052,train
2341,1.2.276.0.7230010.3.1.4.8323329.32097.1517875158.424365,train
2342,1.2.276.0.7230010.3.1.4.8323329.10913.1517875227.879491,train
2343,1.2.276.0.7230010.3.1.4.8323329.3808.1517875179.573433,train
2344,1.2.276.0.7230010.3.1.4.8323329.14013.1517875249.136105,train
2345,1.2.276.0.7230010.3.1.4.8323329.12914.1517875242.516168,train
2346,1.2.276.0.7230010.3.1.4.8323329.10990.1517875229.219371,train
2347,1.2.276.0.7230010.3.1.4.8323329.14311.1517875250.943626,train
2348,1.2.276.0.7230010.3.1.4.8323329.10898.1517875226.208632,train
2349,1.2.276.0.7230010.3.1.4.8323329.1506.1517875168.149550,train
2350,1.2.276.0.7230010.3.1.4.8323329.1878.1517875170.40847,train
2351,1.2.276.0.7230010.3.1.4.8323329.10652.1517875224.876861,train
2352,1.2.276.0.7230010.3.1.4.8323329.31722.1517875156.484675,train
2353,1.2.276.0.7230010.3.1.4.8323329.3966.1517875180.399557,train
2354,1.2.276.0.7230010.3.1.4.8323329.4016.1517875180.661280,train
2355,1.2.276.0.7230010.3.1.4.8323329.13189.1517875244.63387,train
2356,1.2.276.0.7230010.3.1.4.8323329.1306.1517875167.203675,train
2357,1.2.276.0.7230010.3.1.4.8323329.11382.1517875232.703062,train
2358,1.2.276.0.7230010.3.1.4.8323329.10551.1517875224.237339,train
2359,1.2.276.0.7230010.3.1.4.8323329.2126.1517875171.269922,train
2360,1.2.276.0.7230010.3.1.4.8323329.12554.1517875239.688862,train
2361,1.2.276.0.7230010.3.1.4.8323329.32174.1517875158.880539,train
2362,1.2.276.0.7230010.3.1.4.8323329.4611.1517875183.726219,train
2363,1.2.276.0.7230010.3.1.4.8323329.3316.1517875177.224443,train
2364,1.2.276.0.7230010.3.1.4.8323329.11657.1517875234.172462,train
2365,1.2.276.0.7230010.3.1.4.8323329.14505.1517875252.426338,train
2366,1.2.276.0.7230010.3.1.4.8323329.2756.1517875174.562600,train
2367,1.2.276.0.7230010.3.1.4.8323329.12363.1517875238.803027,train
2368,1.2.276.0.7230010.3.1.4.8323329.3828.1517875179.686500,train
2369,1.2.276.0.7230010.3.1.4.8323329.13661.1517875247.95257,train
2370,1.2.276.0.7230010.3.1.4.8323329.13475.1517875245.494289,train
2371,1.2.276.0.7230010.3.1.4.8323329.14058.1517875249.398513,train
2372,1.2.276.0.7230010.3.1.4.8323329.13020.1517875243.120404,train
2373,1.2.276.0.7230010.3.1.4.8323329.11484.1517875233.164926,train
2374,1.2.276.0.7230010.3.1.4.8323329.11038.1517875230.35421,train
2375,1.2.276.0.7230010.3.1.4.8323329.11442.1517875232.964879,train
2376,1.2.276.0.7230010.3.1.4.8323329.4372.1517875182.544759,train
2377,1.2.276.0.7230010.3.1.4.8323329.32541.1517875161.97018,train
2378,1.2.276.0.7230010.3.1.4.8323329.2742.1517875174.392582,train
2379,1.2.276.0.7230010.3.1.4.8323329.4446.1517875182.896387,train
2380,1.2.276.0.7230010.3.1.4.8323329.3312.1517875177.203912,train
2381,1.2.276.0.7230010.3.1.4.8323329.11221.1517875231.796510,train
2382,1.2.276.0.7230010.3.1.4.8323329.2324.1517875172.174627,train
2383,1.2.276.0.7230010.3.1.4.8323329.4627.1517875183.813615,train
2384,1.2.276.0.7230010.3.1.4.8323329.11081.1517875230.928326,train
2385,1.2.276.0.7230010.3.1.4.8323329.11758.1517875234.637151,train
2386,1.2.276.0.7230010.3.1.4.8323329.13870.1517875248.413346,train
2387,1.2.276.0.7230010.3.1.4.8323329.32087.1517875158.375383,train
2388,1.2.276.0.7230010.3.1.4.8323329.10905.1517875227.833357,train
2389,1.2.276.0.7230010.3.1.4.8323329.11310.1517875232.264837,train
2390,1.2.276.0.7230010.3.1.4.8323329.2381.1517875172.450627,train
2391,1.2.276.0.7230010.3.1.4.8323329.10597.1517875224.480957,train
2392,1.2.276.0.7230010.3.1.4.8323329.11164.1517875231.492746,train
2393,1.2.276.0.7230010.3.1.4.8323329.13991.1517875249.15427,train
2394,1.2.276.0.7230010.3.1.4.8323329.2631.1517875173.800967,train
2395,1.2.276.0.7230010.3.1.4.8323329.12592.1517875239.925479,train
2396,1.2.276.0.7230010.3.1.4.8323329.10024.1517875221.9162,train
2397,1.2.276.0.7230010.3.1.4.8323329.13277.1517875244.472993,train
2398,1.2.276.0.7230010.3.1.4.8323329.10152.1517875222.366802,train
2399,1.2.276.0.7230010.3.1.4.8323329.1018.1517875165.930636,train
2400,1.2.276.0.7230010.3.1.4.8323329.11483.1517875233.162285,train
2401,1.2.276.0.7230010.3.1.4.8323329.11587.1517875233.749389,train
2402,1.2.276.0.7230010.3.1.4.8323329.4930.1517875185.527701,train
2403,1.2.276.0.7230010.3.1.4.8323329.31748.1517875156.603377,train
2404,1.2.276.0.7230010.3.1.4.8323329.3083.1517875176.13735,train
2405,1.2.276.0.7230010.3.1.4.8323329.13436.1517875245.322557,train
2406,1.2.276.0.7230010.3.1.4.8323329.13766.1517875247.814106,train
2407,1.2.276.0.7230010.3.1.4.8323329.429.1517875162.899237,train
2408,1.2.276.0.7230010.3.1.4.8323329.14409.1517875251.955814,train
2409,1.2.276.0.7230010.3.1.4.8323329.10881.1517875226.95814,train
2410,1.2.276.0.7230010.3.1.4.8323329.10025.1517875221.19235,train
2411,1.2.276.0.7230010.3.1.4.8323329.10468.1517875223.839887,train
2412,1.2.276.0.7230010.3.1.4.8323329.12789.1517875241.863581,train
2413,1.2.276.0.7230010.3.1.4.8323329.12629.1517875240.419536,train
2414,1.2.276.0.7230010.3.1.4.8323329.4807.1517875184.906117,train
2415,1.2.276.0.7230010.3.1.4.8323329.2760.1517875174.575284,train
2416,1.2.276.0.7230010.3.1.4.8323329.10307.1517875223.84357,train
2417,1.2.276.0.7230010.3.1.4.8323329.32567.1517875161.237319,train
2418,1.2.276.0.7230010.3.1.4.8323329.10932.1517875228.122259,train
2419,1.2.276.0.7230010.3.1.4.8323329.13077.1517875243.452523,train
2420,1.2.276.0.7230010.3.1.4.8323329.3598.1517875178.640742,train
2421,1.2.276.0.7230010.3.1.4.8323329.3677.1517875178.954801,train
2422,1.2.276.0.7230010.3.1.4.8323329.12109.1517875237.432879,train
2423,1.2.276.0.7230010.3.1.4.8323329.2557.1517875173.385107,train
2424,1.2.276.0.7230010.3.1.4.8323329.12529.1517875239.545984,train
2425,1.2.276.0.7230010.3.1.4.8323329.3343.1517875177.355729,train
2426,1.2.276.0.7230010.3.1.4.8323329.3560.1517875178.425406,train
2427,1.2.276.0.7230010.3.1.4.8323329.2294.1517875171.978170,train
2428,1.2.276.0.7230010.3.1.4.8323329.13866.1517875248.387866,train
2429,1.2.276.0.7230010.3.1.4.8323329.13519.1517875246.419417,train
2430,1.2.276.0.7230010.3.1.4.8323329.12877.1517875242.319298,train
2431,1.2.276.0.7230010.3.1.4.8323329.4152.1517875181.386920,train
2432,1.2.276.0.7230010.3.1.4.8323329.12585.1517875239.895323,train
2433,1.2.276.0.7230010.3.1.4.8323329.12573.1517875239.837855,train
2434,1.2.276.0.7230010.3.1.4.8323329.12743.1517875241.599591,train
2435,1.2.276.0.7230010.3.1.4.8323329.1972.1517875170.492058,train
2436,1.2.276.0.7230010.3.1.4.8323329.10987.1517875229.171565,train
2437,1.2.276.0.7230010.3.1.4.8323329.5443.1517875188.145780,train
2438,1.2.276.0.7230010.3.1.4.8323329.11343.1517875232.501543,train
2439,1.2.276.0.7230010.3.1.4.8323329.1600.1517875168.549461,train
2440,1.2.276.0.7230010.3.1.4.8323329.12918.1517875242.528518,train
2441,1.2.276.0.7230010.3.1.4.8323329.11688.1517875234.315595,train
2442,1.2.276.0.7230010.3.1.4.8323329.13227.1517875244.218269,train
2443,1.2.276.0.7230010.3.1.4.8323329.14610.1517875253.71941,train
2444,1.2.276.0.7230010.3.1.4.8323329.1795.1517875169.619974,train
2445,1.2.276.0.7230010.3.1.4.8323329.12754.1517875241.649138,train
2446,1.2.276.0.7230010.3.1.4.8323329.5433.1517875188.99415,train
2447,1.2.276.0.7230010.3.1.4.8323329.10964.1517875228.717466,train
2448,1.2.276.0.7230010.3.1.4.8323329.3890.1517875179.988281,train
2449,1.2.276.0.7230010.3.1.4.8323329.2101.1517875171.171711,train
2450,1.2.276.0.7230010.3.1.4.8323329.3809.1517875179.573055,train
2451,1.2.276.0.7230010.3.1.4.8323329.2213.1517875171.675000,train
2452,1.2.276.0.7230010.3.1.4.8323329.1849.1517875169.913171,train
2453,1.2.276.0.7230010.3.1.4.8323329.1116.1517875166.388852,train
2454,1.2.276.0.7230010.3.1.4.8323329.2713.1517875174.188646,train
2455,1.2.276.0.7230010.3.1.4.8323329.5343.1517875187.696489,train
2456,1.2.276.0.7230010.3.1.4.8323329.13779.1517875247.897023,train
2457,1.2.276.0.7230010.3.1.4.8323329.12235.1517875238.124093,train
2458,1.2.276.0.7230010.3.1.4.8323329.12515.1517875239.501137,train
2459,1.2.276.0.7230010.3.1.4.8323329.3582.1517875178.554437,train
2460,1.2.276.0.7230010.3.1.4.8323329.13958.1517875248.843047,train
2461,1.2.276.0.7230010.3.1.4.8323329.12559.1517875239.716051,train
2462,1.2.276.0.7230010.3.1.4.8323329.5395.1517875187.912180,train
2463,1.2.276.0.7230010.3.1.4.8323329.4098.1517875181.106050,train
2464,1.2.276.0.7230010.3.1.4.8323329.13724.1517875247.393268,train
2465,1.2.276.0.7230010.3.1.4.8323329.1930.1517875170.305802,train
2466,1.2.276.0.7230010.3.1.4.8323329.5183.1517875186.860912,train
2467,1.2.276.0.7230010.3.1.4.8323329.14119.1517875249.711195,train
2468,1.2.276.0.7230010.3.1.4.8323329.12578.1517875239.871350,train
2469,1.2.276.0.7230010.3.1.4.8323329.2911.1517875175.329040,train
2470,1.2.276.0.7230010.3.1.4.8323329.4742.1517875184.534312,train
2471,1.2.276.0.7230010.3.1.4.8323329.11729.1517875234.511546,train
2472,1.2.276.0.7230010.3.1.4.8323329.545.1517875163.377721,train
2473,1.2.276.0.7230010.3.1.4.8323329.31829.1517875157.73402,train
2474,1.2.276.0.7230010.3.1.4.8323329.14428.1517875252.73076,train
2475,1.2.276.0.7230010.3.1.4.8323329.32756.1517875162.204444,train
2476,1.2.276.0.7230010.3.1.4.8323329.5265.1517875187.260165,train
2477,1.2.276.0.7230010.3.1.4.8323329.3550.1517875178.367616,train
2478,1.2.276.0.7230010.3.1.4.8323329.2774.1517875174.639065,train
2479,1.2.276.0.7230010.3.1.4.8323329.14391.1517875251.878297,train
2480,1.2.276.0.7230010.3.1.4.8323329.11327.1517875232.351642,train
2481,1.2.276.0.7230010.3.1.4.8323329.4803.1517875184.881337,train
2482,1.2.276.0.7230010.3.1.4.8323329.5630.1517875189.206893,train
2483,1.2.276.0.7230010.3.1.4.8323329.4491.1517875183.133132,train
2484,1.2.276.0.7230010.3.1.4.8323329.3455.1517875177.916697,train
2485,1.2.276.0.7230010.3.1.4.8323329.3174.1517875176.429875,train
2486,1.2.276.0.7230010.3.1.4.8323329.2583.1517875173.593347,train
2487,1.2.276.0.7230010.3.1.4.8323329.2554.1517875173.367197,train
2488,1.2.276.0.7230010.3.1.4.8323329.11779.1517875234.756127,train
2489,1.2.276.0.7230010.3.1.4.8323329.1297.1517875167.179005,train
2490,1.2.276.0.7230010.3.1.4.8323329.10147.1517875222.345669,train
2491,1.2.276.0.7230010.3.1.4.8323329.1512.1517875168.175004,train
2492,1.2.276.0.7230010.3.1.4.8323329.3050.1517875175.795900,train
2493,1.2.276.0.7230010.3.1.4.8323329.32588.1517875161.365186,train
2494,1.2.276.0.7230010.3.1.4.8323329.4425.1517875182.805407,train
2495,1.2.276.0.7230010.3.1.4.8323329.3543.1517875178.326382,train
2496,1.2.276.0.7230010.3.1.4.8323329.10718.1517875225.262900,train
2497,1.2.276.0.7230010.3.1.4.8323329.12176.1517875237.843053,train
2498,1.2.276.0.7230010.3.1.4.8323329.2403.1517875172.547890,train
2499,1.2.276.0.7230010.3.1.4.8323329.10949.1517875228.413117,train
2500,1.2.276.0.7230010.3.1.4.8323329.13626.1517875246.910212,train
2501,1.2.276.0.7230010.3.1.4.8323329.3722.1517875179.149102,train
2502,1.2.276.0.7230010.3.1.4.8323329.13103.1517875243.616586,train
2503,1.2.276.0.7230010.3.1.4.8323329.5435.1517875188.103141,train
2504,1.2.276.0.7230010.3.1.4.8323329.3973.1517875180.420141,train
2505,1.2.276.0.7230010.3.1.4.8323329.32168.1517875158.826812,train
2506,1.2.276.0.7230010.3.1.4.8323329.11898.1517875236.351388,train
2507,1.2.276.0.7230010.3.1.4.8323329.4076.1517875180.998511,train
2508,1.2.276.0.7230010.3.1.4.8323329.3325.1517875177.265861,train
2509,1.2.276.0.7230010.3.1.4.8323329.14419.1517875252.27864,train
2510,1.2.276.0.7230010.3.1.4.8323329.4869.1517875185.177643,train
2511,1.2.276.0.7230010.3.1.4.8323329.10313.1517875223.118701,train
2512,1.2.276.0.7230010.3.1.4.8323329.11868.1517875236.111665,train
2513,1.2.276.0.7230010.3.1.4.8323329.3185.1517875176.478174,train
2514,1.2.276.0.7230010.3.1.4.8323329.13974.1517875248.921865,train
2515,1.2.276.0.7230010.3.1.4.8323329.5391.1517875187.895961,train
2516,1.2.276.0.7230010.3.1.4.8323329.5168.1517875186.763362,train
2517,1.2.276.0.7230010.3.1.4.8323329.1613.1517875168.593644,train
2518,1.2.276.0.7230010.3.1.4.8323329.3277.1517875177.55085,train
2519,1.2.276.0.7230010.3.1.4.8323329.1141.1517875166.462272,train
2520,1.2.276.0.7230010.3.1.4.8323329.31702.1517875156.391822,train
2521,1.2.276.0.7230010.3.1.4.8323329.4630.1517875183.839053,train
2522,1.2.276.0.7230010.3.1.4.8323329.12533.1517875239.572750,train
2523,1.2.276.0.7230010.3.1.4.8323329.3169.1517875176.404725,train
2524,1.2.276.0.7230010.3.1.4.8323329.10653.1517875224.916293,train
2525,1.2.276.0.7230010.3.1.4.8323329.1097.1517875166.317794,train
2526,1.2.276.0.7230010.3.1.4.8323329.3281.1517875177.74700,train
2527,1.2.276.0.7230010.3.1.4.8323329.2441.1517875172.762521,train
2528,1.2.276.0.7230010.3.1.4.8323329.31654.1517875156.130659,train
2529,1.2.276.0.7230010.3.1.4.8323329.3059.1517875175.832178,train
2530,1.2.276.0.7230010.3.1.4.8323329.3928.1517875180.168984,train
2531,1.2.276.0.7230010.3.1.4.8323329.2537.1517875173.253643,train
2532,1.2.276.0.7230010.3.1.4.8323329.10758.1517875225.499504,train
2533,1.2.276.0.7230010.3.1.4.8323329.4971.1517875185.779316,train
2534,1.2.276.0.7230010.3.1.4.8323329.2751.1517875174.472847,train
2535,1.2.276.0.7230010.3.1.4.8323329.4771.1517875184.682879,train
2536,1.2.276.0.7230010.3.1.4.8323329.3023.1517875175.697978,train
2537,1.2.276.0.7230010.3.1.4.8323329.1988.1517875170.573020,train
2538,1.2.276.0.7230010.3.1.4.8323329.5733.1517875189.885120,train
2539,1.2.276.0.7230010.3.1.4.8323329.1791.1517875169.480424,train
2540,1.2.276.0.7230010.3.1.4.8323329.12175.1517875237.844471,train
2541,1.2.276.0.7230010.3.1.4.8323329.5585.1517875188.898129,train
2542,1.2.276.0.7230010.3.1.4.8323329.14091.1517875249.579277,train
2543,1.2.276.0.7230010.3.1.4.8323329.1680.1517875168.892927,train
2544,1.2.276.0.7230010.3.1.4.8323329.12778.1517875241.772467,train
2545,1.2.276.0.7230010.3.1.4.8323329.31973.1517875157.789037,train
2546,1.2.276.0.7230010.3.1.4.8323329.12545.1517875239.646326,train
2547,1.2.276.0.7230010.3.1.4.8323329.4835.1517875185.49660,train
2548,1.2.276.0.7230010.3.1.4.8323329.32241.1517875159.195996,train
2549,1.2.276.0.7230010.3.1.4.8323329.13693.1517875247.257465,train
2550,1.2.276.0.7230010.3.1.4.8323329.31761.1517875156.675901,train
2551,1.2.276.0.7230010.3.1.4.8323329.2090.1517875171.126753,train
2552,1.2.276.0.7230010.3.1.4.8323329.14578.1517875252.802768,train
2553,1.2.276.0.7230010.3.1.4.8323329.2026.1517875170.765551,train
2554,1.2.276.0.7230010.3.1.4.8323329.4220.1517875181.794015,train
2555,1.2.276.0.7230010.3.1.4.8323329.1708.1517875169.43102,train
2556,1.2.276.0.7230010.3.1.4.8323329.3406.1517875177.692943,train
2557,1.2.276.0.7230010.3.1.4.8323329.13848.1517875248.301811,train
2558,1.2.276.0.7230010.3.1.4.8323329.525.1517875163.309382,train
2559,1.2.276.0.7230010.3.1.4.8323329.13557.1517875246.608609,train
2560,1.2.276.0.7230010.3.1.4.8323329.32173.1517875158.865051,train
2561,1.2.276.0.7230010.3.1.4.8323329.32042.1517875158.165619,train
2562,1.2.276.0.7230010.3.1.4.8323329.2097.1517875171.153280,train
2563,1.2.276.0.7230010.3.1.4.8323329.2561.1517875173.432449,train
2564,1.2.276.0.7230010.3.1.4.8323329.13849.1517875248.274615,train
2565,1.2.276.0.7230010.3.1.4.8323329.3166.1517875176.393634,train
2566,1.2.276.0.7230010.3.1.4.8323329.4621.1517875183.773661,train
2567,1.2.276.0.7230010.3.1.4.8323329.1409.1517875167.603819,train
2568,1.2.276.0.7230010.3.1.4.8323329.5727.1517875189.797829,train
2569,1.2.276.0.7230010.3.1.4.8323329.5187.1517875186.865756,train
2570,1.2.276.0.7230010.3.1.4.8323329.32659.1517875161.681813,train
2571,1.2.276.0.7230010.3.1.4.8323329.11288.1517875232.167667,train
2572,1.2.276.0.7230010.3.1.4.8323329.10811.1517875225.737197,train
2573,1.2.276.0.7230010.3.1.4.8323329.5081.1517875186.321334,train
2574,1.2.276.0.7230010.3.1.4.8323329.32506.1517875160.913500,train
2575,1.2.276.0.7230010.3.1.4.8323329.11329.1517875232.368981,train
2576,1.2.276.0.7230010.3.1.4.8323329.14403.1517875251.947454,train
2577,1.2.276.0.7230010.3.1.4.8323329.2118.1517875171.244042,train
2578,1.2.276.0.7230010.3.1.4.8323329.1350.1517875167.344740,train
2579,1.2.276.0.7230010.3.1.4.8323329.12552.1517875239.680453,train
2580,1.2.276.0.7230010.3.1.4.8323329.10637.1517875224.673167,train
2581,1.2.276.0.7230010.3.1.4.8323329.13343.1517875244.722227,train
2582,1.2.276.0.7230010.3.1.4.8323329.2897.1517875175.270439,train
2583,1.2.276.0.7230010.3.1.4.8323329.13491.1517875245.552230,train
2584,1.2.276.0.7230010.3.1.4.8323329.352.1517875162.525205,train
2585,1.2.276.0.7230010.3.1.4.8323329.11648.1517875234.123042,train
2586,1.2.276.0.7230010.3.1.4.8323329.12590.1517875239.924542,train
2587,1.2.276.0.7230010.3.1.4.8323329.509.1517875163.254033,train
2588,1.2.276.0.7230010.3.1.4.8323329.1408.1517875167.603076,train
2589,1.2.276.0.7230010.3.1.4.8323329.10747.1517875225.441276,train
2590,1.2.276.0.7230010.3.1.4.8323329.12382.1517875238.894201,train
2591,1.2.276.0.7230010.3.1.4.8323329.5282.1517875187.356850,train
2592,1.2.276.0.7230010.3.1.4.8323329.1371.1517875167.425949,train
2593,1.2.276.0.7230010.3.1.4.8323329.13791.1517875247.993269,train
